id,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_phone_verification,reviews_per_month
175576,Private Apartment - Queen Anne Hill,239585,Ray & Eileen,2010-09-19,"Seattle, Washington, United States",within a few hours,100.0,100.0,1,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63548170841016,-122.35847776162176,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,595.0,,,15.0,2,15.0,3,7,a week ago,1,0,0,0,153,181,2011-07-21,2015-11-25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,3.33
4454295,Upper Queen Anne Craftsman House,4606439,Nadia,2013-01-06,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63721407513561,-122.3600457614146,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,800.0,2000.0,500.0,150.0,1,0.0,3,1125,a week ago,1,21,21,21,229,8,2015-05-06,2015-12-16,97.0,10.0,10.0,9.0,10.0,10.0,9.0,f,0,strict,f,0.98
3883392,Open Plan 2bdr/1bath in Queen Anne,19932967,Pat & Roberta,2014-08-13,"Seattle, Washington, United States",within an hour,100.0,100.0,1,,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63554551151239,-122.37317075183506,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,245.0,1575.0,5800.0,300.0,95.0,1,0.0,3,14,2 weeks ago,1,30,60,90,362,13,2014-11-09,2015-10-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.92
8889257,Elegance in Historic Queen Anne,25899989,Ellie,2015-01-10,"Kirkland, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62950680923431,-122.3676292967417,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,165.0,,5000.0,400.0,85.0,4,20.0,2,1125,today,1,13,40,63,337,3,2015-12-16,2016-01-02,100.0,10.0,10.0,9.0,9.0,10.0,10.0,f,0,strict,f,3.0
5680462,Stunning 6 bd in THE BEST Location!,22372266,Sarah,2014-10-10,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63920265551509,-122.36586274154313,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,461.0,,,1500.0,300.0,8,50.0,3,29,5 days ago,1,19,40,65,327,18,2015-06-15,2015-11-15,98.0,9.0,10.0,10.0,10.0,10.0,10.0,f,1,strict,f,2.65
8988178,"Lovely Queen Anne Cottage, 2 BR",2983711,Paige,2012-07-18,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63564979343857,-122.37289282480928,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,109.0,,,,89.0,1,0.0,3,15,3 days ago,1,30,60,69,69,1,2015-11-25,2015-11-25,80.0,8.0,10.0,8.0,8.0,8.0,8.0,f,0,strict,f,0.73
3245876,Park Life in Lower Queen Anne,9465817,Libby,2013-10-16,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62620037381708,-122.36660192617585,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,66.0,,,100.0,35.0,1,25.0,1,10,yesterday,1,29,59,89,364,84,2014-06-30,2016-01-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,0,moderate,f,4.55
4933447,"Private Garden Suite, Bay View",25417834,Markus And Melissa,2014-12-31,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.64064587578452,-122.37240588895553,House,Private room,2,1.0,1.0,1.0,Real Bed,99.0,,,100.0,15.0,1,0.0,2,14,2 weeks ago,1,29,52,82,171,45,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,moderate,f,4.58
7735464,Queen Anne Getaway Near Seattle!,6170760,Sam,2013-04-30,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63977587341084,-122.37223535879995,Apartment,Private room,2,2.0,1.0,1.0,Futon,200.0,,,,61.71090387374462,1,0.0,1,1125,5 months ago,1,0,0,0,125,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
6291829,Grand Craftsman Home on Queen Anne,32713558,Kary,2015-05-05,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63602477658138,-122.35869359564737,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,700.0,4100.0,,500.0,250.0,1,0.0,3,30,2 months ago,1,24,54,84,359,5,2015-07-07,2015-08-10,85.0,10.0,9.0,9.0,9.0,8.0,8.0,f,0,flexible,f,0.82
9218403,Queen Anne View One Bedroom,14100483,Annie,2014-04-09,"Quilcene, Washington, United States",within a few hours,100.0,100.0,0,,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62794033813239,-122.36495872243864,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,110.0,750.0,2500.0,,61.71090387374462,1,0.0,1,1125,4 weeks ago,1,29,55,85,360,1,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,1.0
4125779,Cozy Queen Anne Finished Basement,21401856,Nick,2014-09-16,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.636374262238846,-122.36103343324052,House,Private room,3,1.5,1.0,2.0,Real Bed,99.0,568.0,2029.0,,15.0,1,10.0,1,1125,2 months ago,1,30,60,90,365,11,2014-09-27,2015-10-18,84.0,9.0,9.0,9.0,9.0,10.0,8.0,f,0,moderate,f,0.71
8942678,Lovely Queen Anne home,46675077,Susanna,2015-10-16,"Seattle, Washington, United States",within a day,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63563222417987,-122.35888090262146,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,450.0,3000.0,,,61.71090387374462,1,0.0,4,1125,2 months ago,1,0,0,0,53,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,0.86
10106055,"Cozy Lower Level, Upper Queen Anne",51860756,Maggie & Alex,2015-12-20,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63339395777785,-122.37191994372272,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,350.0,,,61.71090387374462,1,0.0,1,1125,today,1,30,60,90,365,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
6362362,Charming home on Queen Anne,33147763,Tracy,2015-05-11,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63851671212965,-122.36958103291498,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,600.0,,,500.0,150.0,1,0.0,3,1125,3 months ago,1,0,0,0,212,1,2015-07-20,2015-07-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.18
3544550,VIEW-Monthly Rental Available,16708587,Jill,2014-06-12,"Seattle, Washington, United States",within a few hours,67.0,100.0,0,Queen Anne,2.0,2.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63139734518299,-122.367766870679,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,450.0,,,500.0,200.0,6,50.0,4,1125,today,1,0,3,33,293,8,2015-07-04,2015-09-02,100.0,10.0,10.0,9.0,10.0,10.0,10.0,f,0,strict,f,1.3
9025039,Cute Bungalow-Close to Everything!,68155,Lori,2010-01-06,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63875224201261,-122.36797266885502,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,150.0,,,250.0,35.0,1,0.0,1,1125,3 days ago,1,0,0,0,49,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
3200646,Micro Gypsy Wagon on Queen Anne,4016632,Jean-Marc,2012-10-30,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Queen Anne,5.0,5.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63926602026095,-122.37472581108145,Camper/RV,Private room,2,1.0,1.0,1.0,Real Bed,45.0,360.0,,150.0,25.0,1,0.0,2,7,yesterday,1,22,49,49,107,80,2014-07-06,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,0,strict,t,4.38
8859380,STUNNING VIEW of Puget Sound,3792761,Kimberly,2012-10-07,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,5.0,5.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62990711611138,-122.36894813824875,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,300.0,,,500.0,125.0,1,0.0,2,1125,4 days ago,1,24,54,84,356,6,2015-10-24,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,moderate,f,2.47
4520099,Open Airy Queen Anne Condo,6184895,Lana,2013-05-01,"Seattle, Washington, United States",within an hour,71.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63981586823574,-122.37433846349175,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,500.0,,,65.0,3,50.0,2,1125,5 days ago,1,0,1,30,305,4,2015-01-04,2015-07-25,85.0,8.0,9.0,7.0,10.0,9.0,9.0,f,0,strict,f,0.33
2481869,Airy + Bright Queen Anne Cottage,5177328,Andrea,2013-02-21,"Seattle, Washington, United States",within an hour,98.0,100.0,1,Queen Anne,6.0,6.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63900777818944,-122.36532007300232,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,175.0,1000.0,3200.0,,40.0,1,0.0,2,365,today,1,19,46,62,323,38,2014-05-01,2015-10-11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,strict,t,1.86
1110749,Queen Anne 3 bed near everything,5325329,Blair,2013-03-04,"Seattle, Washington, United States",within a few hours,97.0,100.0,0,Queen Anne,9.0,9.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63508504491007,-122.36444347330422,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,325.0,,,500.0,100.0,6,60.0,2,1125,today,1,23,50,77,162,68,2013-06-15,2015-12-21,92.0,9.0,9.0,10.0,9.0,10.0,9.0,f,0,strict,f,2.18
5978498,1914 Stunner View Ocean Mountain,31037494,Silvia,2015-04-11,"Seattle, Washington, United States",within a day,60.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.640633234573535,-122.37270939338376,House,Entire home/apt,4,3.0,3.0,2.0,Real Bed,175.0,699.0,2388.0,200.0,80.0,1,0.0,4,120,4 days ago,1,0,0,9,213,8,2015-07-06,2015-12-03,88.0,9.0,9.0,9.0,9.0,10.0,9.0,f,0,flexible,f,1.31
5021081,Seattle Queen Anne Beauty,25906186,Vacation,2015-01-10,US,within an hour,71.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63812148697112,-122.37578997278467,House,Entire home/apt,7,3.5,4.0,3.0,Real Bed,222.0,1325.0,4650.0,500.0,250.0,7,75.0,2,1125,today,1,0,0,0,2,5,2015-08-07,2015-11-12,75.0,8.0,9.0,8.0,9.0,9.0,8.0,f,1,strict,f,0.99
1686930,The Hideaway- Queen Anne/downtown,8916363,Paige,2013-09-18,US,within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62981553345287,-122.36621233485974,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,,,250.0,99.0,1,0.0,1,1125,today,1,11,38,68,309,62,2013-10-08,2015-12-07,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,strict,f,2.27
7680289,QUEEN ANNE VIEW ONE! - SEATTLE,40335071,Kevin,2015-08-02,"Kirkland, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,2.0,2.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.639810187873806,-122.37380062876858,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,125.0,800.0,2700.0,,50.0,2,25.0,2,365,2 weeks ago,1,30,60,90,353,19,2015-08-27,2015-11-29,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,moderate,f,4.35
7207641,"URBAN SANCTUARY, 3BR, QUEEN ANNE",6544973,Joe & Anna,2013-05-23,"Seattle, Washington, United States",within a day,50.0,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63556952470362,-122.3616525946424,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,348.0,2500.0,,750.0,150.0,6,20.0,3,1125,5 months ago,1,0,0,0,153,5,2015-08-04,2015-09-03,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,strict,f,0.97
5062445,Cozy Homebase Close to Downtown,21072725,Chris,2014-09-08,"Seattle, Washington, United States",a few days or more,31.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63497873047923,-122.35886941246471,House,Private room,1,1.0,1.0,1.0,Futon,45.0,450.0,1500.0,,61.71090387374462,1,0.0,1,1125,4 days ago,1,28,58,88,363,7,2015-05-17,2015-12-08,97.0,9.0,8.0,10.0,10.0,10.0,10.0,f,0,flexible,f,0.9
8925878,VIEW QUEEN ANNE! - VINTAGE SEATTLE,40335071,Kevin,2015-08-02,"Kirkland, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,2.0,2.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63936210298089,-122.37240255654484,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,950.0,2950.0,,50.0,2,25.0,2,365,2 weeks ago,1,16,46,76,351,2,2015-10-25,2015-12-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,moderate,f,0.83
6389657,Cute little Seattle Studio!,2052160,Ruth,2012-04-02,"Seattle, Washington, United States",within a few hours,100.0,100.0,1,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.6346162843086,-122.3580227325536,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,,,,20.0,1,0.0,3,1125,today,1,12,38,40,201,11,2015-07-22,2015-08-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,1.98
4218733,Walker's Dream on Queen Anne Hill,21896205,Henry,2014-09-28,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63800137747846,-122.36100481691408,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,,,100.0,40.0,2,15.0,2,1125,2 days ago,1,19,46,76,351,71,2014-10-09,2016-01-01,90.0,10.0,8.0,10.0,10.0,10.0,9.0,f,0,moderate,f,4.7
2715623,"DARLING VINTAGE COTTAGE, QUEEN ANNE",8242272,Debera,2013-08-18,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63199585097701,-122.3716576650487,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,148.0,,,,100.0,2,20.0,3,365,today,1,0,13,43,310,9,2014-06-02,2015-10-29,91.0,9.0,10.0,9.0,9.0,10.0,10.0,f,0,strict,t,0.46
1392332,Modern Eco-Friendly View Retreat,2315558,Holly,2012-05-07,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63868624334983,-122.37079986877468,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,350.0,2100.0,,500.0,100.0,4,0.0,2,30,5 months ago,1,0,3,33,308,41,2013-07-29,2015-07-31,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,moderate,f,1.38
7308567,Beautiful 1 Bedrm in Queen Anne,17597607,Nicole,2014-07-03,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.633650043720536,-122.36044969320191,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,150.0,,,,50.0,1,0.0,2,1125,today,1,8,34,64,339,18,2015-07-28,2015-12-31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,3.35
6575380,One bedroom with Lounge,34392395,Sam,2015-05-27,"Seattle, Washington, United States",within a day,50.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.63430017546052,-122.35705980444612,House,Private room,5,1.0,1.0,1.0,Real Bed,150.0,540.0,1911.0,,61.71090387374462,1,0.0,1,1125,3 weeks ago,1,0,0,11,285,9,2015-08-22,2015-09-20,100.0,10.0,10.0,9.0,9.0,10.0,10.0,f,0,flexible,f,1.99
6004058,LOWER QUEEN ANNE STUDIO W/PATIO,9031463,Marina,2013-09-24,"Seattle, Washington, United States",within a day,50.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.62834386974812,-122.36640542137962,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,100.0,,,,61.71090387374462,1,0.0,1,1125,4 weeks ago,1,28,58,87,87,20,2015-04-18,2016-01-02,92.0,9.0,9.0,9.0,9.0,9.0,9.0,f,0,flexible,f,2.29
9550869,Queen Anne Craftsman,12867960,Maureen,2014-03-06,"Seattle, Washington, United States",within a day,90.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63539394059413,-122.36899114110729,Bungalow,Entire home/apt,10,3.0,4.0,4.0,Real Bed,349.0,,,,200.0,1,0.0,1,1125,3 days ago,1,30,60,90,354,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,strict,f,2.078918834221248
8515408,Queen Anne Hill Craftsman studio,3502513,Jennifer,2012-09-07,US,within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63803515893716,-122.36091010563622,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,700.0,,,50.0,1,0.0,2,1125,a week ago,1,30,60,89,89,3,2015-10-12,2015-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,1.06
5383192,Craftsman House Near Everything,27606550,Christine,2015-02-11,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63933158548954,-122.36159942269484,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,160.0,1140.0,,100.0,55.0,2,25.0,2,1125,4 weeks ago,1,0,0,20,295,1,2015-06-29,2015-06-29,100.0,8.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.16
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Annie,2013-04-10,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.63530805145543,-122.36653170901198,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,130.0,1000.0,2700.0,140.0,75.0,2,25.0,3,1125,2 weeks ago,1,30,60,89,89,26,2013-05-05,2015-12-29,95.0,10.0,10.0,9.0,10.0,10.0,9.0,f,1,moderate,f,0.8
