id,host_id,booking_id,name,neighbourhood_group,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4909327,20338967,2073,Ultra-Modern Hypoallergenic Retreat,Beacon Hill,Seattle,WA,98144,47.58623232,-122.3148062,House,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,14,2015-06-14,2015-09-18,97,10,10,10,10,9,10,2.05
4922836,11775,2243,Private bed/bath in stylish twnhome,Rainier Valley,Seattle,WA,98108,47.5650478,-122.2928593,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,32,2015-03-22,2015-12-09,95,10,10,10,10,9,10,3.32
4933447,25417834,18,"Private Garden Suite, Bay View",Queen Anne,Seattle,WA,98119,47.64064588,-122.3724059,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,45,2015-03-16,2015-11-06,98,10,10,10,10,10,10,4.58
5030361,25966380,2692,Vibrant Lively Urban Retreat,Capitol Hill,Seattle,WA,98102,47.62032667,-122.3158051,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,49,2015-03-16,2015-12-15,96,10,10,10,10,10,10,4.98
5031357,7942577,3057,NE Seattle Private Entry Studio!,Lake City,Seattle,WA,98125,47.70648992,-122.2791645,House,Private room,3,1,1,1,Real Bed,f,moderate,f,f,2,2015-05-10,2015-08-22,80,10,10,10,10,10,9,0.25
5096363,25963725,3457,"Cozy, quiet room in West Seattle",Delridge,Seattle,WA,98106,47.53463339,-122.3646802,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,34,2015-01-25,2015-12-16,96,10,10,10,10,9,9,2.96
5126077,6097842,255,Location and View in Queen Anne,Queen Anne,Seattle,WA,98109,47.63000397,-122.3451203,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,1,2015-10-08,2015-10-08,80,10,10,10,10,8,6,0.34
5126365,1717300,353,Modern and Cozy Bedroom,Other neighborhoods,Seattle,WA,98105,47.66286984,-122.3248901,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,3,2015-03-07,2015-04-12,73,8,7,7,8,9,7,0.3
5160893,26690621,2781,"Charming, sunny & near everything!",Capitol Hill,Seattle,WA,98102,47.62147773,-122.3199308,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,105,2015-02-03,2015-12-29,95,10,9,10,10,10,9,9.38
5163047,8786233,3144,Private Room near Space Needle,Queen Anne,Seattle,WA,98109,47.61950453,-122.3527496,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,5,2015-05-25,2015-11-15,92,10,9,10,10,10,10,0.67
5164581,11266036,1176,Bright Quiet Room Close to Downtown,Magnolia,Seattle,WA,98199,47.64987479,-122.3835612,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,58,2015-02-08,2016-01-03,94,9,9,10,10,9,10,5.26
5183164,4359532,3085,Lovely Guest Room in Artist's Abode,Lake City,Seattle,WA,98125,47.70920229,-122.2979011,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,34,2015-02-09,2015-12-31,96,10,10,10,10,10,9,3.09
5195064,11266036,1192,"Big Room, Queen Bed, Near Downtown",Magnolia,Seattle,WA,98199,47.6508108,-122.3846944,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,64,2015-02-18,2015-12-26,93,10,9,10,10,9,9,5.98
5218550,19962298,1588,In the Heart of Seattle,Downtown,Seattle,WA,98104,47.61089995,-122.3252088,Apartment,Private room,2,1,1,1,Real Bed,t,moderate,f,f,71,2015-02-21,2016-01-01,98,10,10,10,10,10,10,6.7
5252543,23498834,1733,Quiet room near bus line + ferry,West Seattle,Seattle,WA,98146,47.51248178,-122.3871467,House,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,6,2015-06-07,2015-12-08,100,9,10,10,10,8,9,0.85
5308339,17476632,3315,Room w/ full bathroom & entrance,Northgate,Seattle,WA,98125,47.71914485,-122.3279073,Bed & Breakfast,Private room,4,1,1,1,Real Bed,f,moderate,f,f,12,2015-03-30,2015-10-19,85,9,9,10,10,9,9,1.28
5309974,1144724,3287,North Seattle hideaway,Other neighborhoods,Seattle,WA,98133,47.73335791,-122.3542768,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,4,2015-12-01,2015-12-26,100,10,10,10,10,10,10,3.43
5319948,5091846,2431,Cozy charmer w/ sunroom and park,Northgate,Seattle,WA,98115,47.69829286,-122.32114,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,11,2015-02-24,2015-07-01,98,10,10,10,10,9,10,1.05
5330475,13508145,1145,Lake Union Master Room (w/bath),Cascade,Seattle,WA,98109,47.62667517,-122.3429056,Apartment,Private room,4,2,1,1,Real Bed,f,moderate,f,f,2,2015-09-28,2015-10-19,100,9,9,10,10,10,10,0.61
5364119,4448620,2141,Peaceful Basement Bungalow,Beacon Hill,Seattle,WA,98144,47.57281998,-122.3074618,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,23,2015-03-09,2015-10-10,100,10,10,10,10,10,10,2.28
5457260,4431710,2985,Glam 70's Private Room in Seattle,Ballard,Seattle,WA,98117,47.67918674,-122.3893995,House,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,10,2015-03-29,2015-09-07,100,10,9,10,10,10,10,1.06
5487934,13546801,204,Relaxing room available,Queen Anne,Seattle,WA,98109,47.63899882,-122.3435739,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,2,2015-05-18,2015-07-27,100,10,10,10,10,10,10,0.26
5500398,28529868,2046,Cozy Room w Private Bathroom+Garden,Other neighborhoods,Seattle,WA,98103,47.69971929,-122.3450886,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,24,2015-04-02,2015-09-01,94,10,10,9,9,9,10,2.59
5578943,26630462,643,Madrona Studio w/Private Entrance,Central Area,Seattle,WA,98122,47.61635682,-122.291336,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,36,2015-05-03,2015-12-19,97,10,10,10,10,10,10,4.37
5640722,2696775,2002,"A Touch of Europe, I Welcome You!!",Other neighborhoods,Seattle,WA,98103,47.69722467,-122.3487616,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,29,2015-03-29,2015-10-05,99,10,10,10,10,9,10,3.09
5671843,18413215,187,Ballard Artcove ,Ballard,Seattle,WA,98107,47.67098702,-122.3751406,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,31,2015-03-30,2015-12-01,95,10,9,10,10,10,10,3.31
5705161,29481973,2139,Best Seattle Views! Private Suite! ,Beacon Hill,Seattle,WA,98144,47.59177919,-122.3184622,Apartment,Private room,3,1,1,2,Real Bed,t,moderate,f,f,93,2015-03-24,2015-12-14,96,10,10,10,10,9,10,9.72
5728135,9792669,3534,Sunny in Seattle,Capitol Hill,Seattle,WA,98112,47.62872248,-122.3015299,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,26,2015-03-23,2015-11-22,96,10,9,10,10,10,10,2.71
5805907,11346922,3361,Large private bedroom sanctuary,Other neighborhoods,Seattle,WA,98103,47.6716263,-122.3519127,House,Private room,3,2,1,2,Real Bed,f,moderate,f,f,23,2015-04-02,2015-08-09,97,10,10,10,10,10,10,2.48
5834820,21286518,2360,"Enjoy Lake, Seward Park & the City",Seward Park,Seattle,WA,98118,47.55863609,-122.2644841,House,Private room,2,1,1,2,Real Bed,f,moderate,f,f,26,2015-05-04,2015-10-20,99,10,10,10,10,10,10,3.17
5863558,20331331,2412,Private Bedroom in Northgate,Northgate,Seattle,WA,98125,47.70394953,-122.3228861,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,3,2015-06-30,2015-09-01,93,9,8,10,10,10,9,0.48
5873892,20448703,1931,Beacon hill clean bedroom(å¯è®²ä¸­æ–‡),Beacon Hill,Seattle,WA,98108,47.54443758,-122.3012003,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,36,2015-05-10,2015-12-18,89,10,9,9,9,9,9,4.5
5950957,27816227,3312,Room in quiet house.,Northgate,Seattle,WA,98133,47.71501207,-122.3319746,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,0,,,,,,,,,,
5958194,10281202,1909,"Single Room, Contemporary New House",West Seattle,Seattle,WA,98116,47.56722692,-122.3850857,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,25,2015-05-12,2015-10-27,98,10,10,10,10,10,10,3.15
5958674,10281202,1907,"Double room, Contemporary New house",West Seattle,Seattle,WA,98116,47.56704816,-122.3861506,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,18,2015-05-19,2015-09-14,98,10,10,10,10,10,10,2.34
5977556,31032387,2659,Private unit in Capitol Hill home,Capitol Hill,Seattle,WA,98102,47.62619295,-122.3199551,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,36,2015-04-19,2015-11-22,97,10,10,10,10,10,10,4.14
6074312,12796487,3544,Balcony room with Lake & Mt. Views,Capitol Hill,Seattle,WA,98122,47.61920282,-122.3093887,Bed & Breakfast,Private room,2,1,1,1,Real Bed,f,moderate,f,f,4,2015-08-03,2015-09-28,90,10,10,10,10,10,9,0.77
6077760,21288637,233,Private Room and Patio with View,Queen Anne,Seattle,WA,98109,47.63453262,-122.3437901,House,Private room,2,1.5,1,1,Real Bed,t,moderate,f,f,23,2015-05-14,2015-10-25,98,10,10,10,10,10,10,2.92
6106498,31684830,149,Home sweet home-away-from home!,Ballard,Seattle,WA,98107,47.66578734,-122.3619923,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,23,2015-05-05,2015-10-12,97,10,10,10,10,9,10,2.82
6107518,30129923,2154,Lightrail to airport/downtown,Rainier Valley,Seattle,WA,98118,47.54438844,-122.2831237,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,31,2015-05-17,2015-12-14,97,10,10,10,10,9,10,3.99
6118198,2355349,3469,Private Suite in Modern Home,West Seattle,Seattle,WA,98136,47.55599996,-122.3932034,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,23,2015-05-04,2015-11-03,97,10,10,10,10,10,10,2.8
6118291,8977034,2817,Woodland Room,Capitol Hill,Seattle,WA,98102,47.62702326,-122.3234644,House,Private room,2,2,1,1,Real Bed,t,moderate,f,f,46,2015-05-01,2015-12-21,97,10,10,10,10,10,10,5.54
6118359,8977034,2644,Sunset Room,Capitol Hill,Seattle,WA,98102,47.62696352,-122.3232727,House,Private room,4,2,1,1,Real Bed,t,moderate,f,f,38,2015-06-07,2016-01-01,98,10,10,10,10,10,10,5.38
6130287,31800457,3081,"Great Location, Friendly and Clean!",Ballard,Seattle,WA,98107,47.67728572,-122.3746312,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,9,2015-06-15,2015-10-04,100,10,10,10,10,9,9,1.32
6153532,2334189,3076,Industrial Chic Ensuite Cottage,Ballard,Seattle,WA,98117,47.6880061,-122.3695598,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,30,2015-06-13,2015-12-27,99,10,10,10,10,10,10,4.37
6179956,6057750,3685,Cozy Room with a Private Garden,Other neighborhoods,Seattle,WA,98103,47.6644067,-122.3525987,Townhouse,Private room,2,1,1,1,Real Bed,f,moderate,f,f,21,2015-05-19,2015-12-06,95,10,10,10,10,10,10,2.73
6209191,32197370,673,"Beautiful home, minutes to Downtown",Central Area,Seattle,WA,98122,47.61750858,-122.2920226,House,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,7,2015-05-12,2015-06-19,100,10,10,10,10,10,10,0.88
6239907,8736485,1605,Seattle view with a Cherry on top,Downtown,Seattle,WA,98104,47.60673704,-122.3259039,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,46,2015-05-26,2015-12-19,97,10,10,10,10,10,10,6.16
6240501,28304516,3192,Cozy Bedroom near Seattle Center,Queen Anne,Seattle,WA,98109,47.62720953,-122.3451573,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,40,2015-05-09,2015-12-26,89,10,9,10,10,9,9,4.98
6249164,780837,2211,Single in Colorful Seattle Home,Rainier Valley,Seattle,WA,98118,47.51637103,-122.259947,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,18,2015-06-08,2015-11-05,99,10,10,10,10,8,10,2.56
6262987,32546254,513,Guest Bedroom near Greenlake,Other neighborhoods,Seattle,WA,98115,47.67491184,-122.3252381,House,Private room,4,1,1,2,Real Bed,f,moderate,f,f,11,2015-06-01,2015-10-31,96,10,9,10,10,10,9,1.51
6272065,15436286,616,Cosy Central District room,Central Area,Seattle,WA,98122,47.61297673,-122.3014731,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,12,2015-05-25,2015-09-23,90,9,8,10,10,9,9,1.6
6278756,32640082,725,Master Bedroom in 3BD Apartment,University District,Seattle,WA,98105,47.65641449,-122.3172383,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,1,2015-06-25,2015-06-25,100,10,10,10,10,10,10,0.15
6317449,4183116,2106,Cozy Private Room on N. Beacon Hill,Beacon Hill,Seattle,WA,98144,47.57958271,-122.3098325,Apartment,Private room,1,1,1,1,Real Bed,f,moderate,f,f,2,2015-06-03,2015-08-04,100,8,10,10,10,10,10,0.28
6363779,13370163,1123,Perfect Location on Lake Union,Cascade,Seattle,WA,98102,47.63754496,-122.3273922,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,2,2015-06-15,2015-06-23,90,9,7,10,10,10,10,0.29
6400379,26130164,463,"Private, Quiet room close to SPU",Queen Anne,Seattle,WA,98119,47.64353088,-122.3608339,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,21,2015-06-14,2015-12-27,94,10,10,9,9,10,9,3.07
6403104,18478539,1832,Long Term or Homestay: Private Bath,Other neighborhoods,Seattle,WA,98117,47.69179388,-122.3689606,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,3,2015-06-13,2015-11-04,100,10,10,10,10,9,10,0.44
6425735,12322681,491,"Queen Anne, Seattle",Queen Anne,Seattle,WA,98119,47.64719277,-122.3589062,Apartment,Private room,1,1,1,1,Real Bed,f,moderate,f,f,1,2015-06-09,2015-06-09,100,10,10,10,10,10,10,0.14
6426462,3074414,690,Private bath walk UW U Village(202),University District,Seattle,WA,98105,47.66404593,-122.3035321,Condominium,Private room,1,1,1,1,Real Bed,f,moderate,f,f,2,2015-06-09,2015-07-24,100,10,10,9,10,10,10,0.29
6452927,10281202,1880,Master Suite Contemporary New House,West Seattle,Seattle,WA,98116,47.56744377,-122.3863416,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,2,2015-07-27,2015-08-07,90,10,10,10,10,9,9,0.37
6453383,19338313,3083,Private Floor in Ballard Craftsman,Ballard,Seattle,WA,98117,47.67980166,-122.3750696,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,38,2015-05-27,2015-12-30,96,10,10,10,10,10,10,5.11
6466388,20567228,289,Airy Green Lake Craftsman,Other neighborhoods,Seattle,WA,98105,47.67094939,-122.3247405,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,20,2015-06-09,2015-10-06,87,8,9,9,9,10,8,2.86
6482984,33878833,1262,The Heart of Seattle - Downtown,Downtown,Seattle,WA,98121,47.61484887,-122.3411722,Bed & Breakfast,Private room,1,1,1,1,Real Bed,t,moderate,f,f,22,2015-06-10,2015-11-10,97,9,10,10,10,10,9,3.16
6490453,4540636,522,Northwest Charm - Green Lake Area,Other neighborhoods,Seattle,WA,98103,47.67633824,-122.3295859,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,14,2015-06-15,2015-10-24,97,10,10,10,10,10,10,2.06
6515046,2942022,1824,Luxury Apt/Downtown West Seattle,West Seattle,Seattle,WA,98116,47.57204407,-122.3861619,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,25,2015-06-01,2015-12-15,90,10,10,10,9,10,9,3.44
6543677,2745335,3395,Comfy Seattle Neighborhood Stay,Other neighborhoods,Seattle,WA,98107,47.66881657,-122.3605072,House,Private room,2,1,1,1,Real Bed,f,moderate,t,t,21,2015-06-21,2015-12-22,95,10,10,10,10,10,10,3.18
6543683,34219060,2523,1908 Craftsman home - spacious room,Capitol Hill,Seattle,WA,98102,47.64421156,-122.3226989,House,Private room,2,1.5,1,1,Real Bed,t,moderate,f,f,15,2015-06-22,2015-09-28,100,10,10,10,10,10,10,2.28
6557297,16155674,2194,"Cozy, convenient btw airport & city",Rainier Valley,Seattle,WA,98118,47.51988612,-122.2740554,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,21,2015-05-29,2015-10-04,94,10,9,10,9,9,10,2.85
6557767,34297010,2429,CreativeArt-studio Bedroom in Condo,Northgate,Seattle,WA,98125,47.70396492,-122.3207612,Condominium,Private room,2,1,1,1,Real Bed,t,moderate,f,f,33,2015-05-29,2015-10-08,95,10,10,10,10,9,10,4.48
6578147,34411679,1757,Private beach getaway,West Seattle,Seattle,WA,98116,47.57568855,-122.4154546,Camper/RV,Private room,3,1,1,2,Real Bed,f,moderate,f,f,2,2015-06-28,2015-08-10,90,9,9,10,10,9,9,0.31
6587443,3929874,678,Guest Suite with Private Entrance,Central Area,Seattle,WA,98122,47.61512549,-122.2944282,House,Private room,4,1,1,1,Real Bed,f,moderate,f,f,4,2015-09-21,2015-11-12,100,10,10,10,10,10,10,1.13
6637899,26861553,3629,Sweet Dreams Capitol Hill,Capitol Hill,Seattle,WA,98112,47.62145621,-122.2998989,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,22,2015-06-07,2016-01-03,98,10,10,10,10,10,10,3.11
6644628,3686989,2132,Convenient N. Beacon Hill Townhome,Beacon Hill,Seattle,WA,98144,47.58313183,-122.31471,Townhouse,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,9,2015-06-15,2015-08-24,96,10,10,9,10,9,9,1.32
6646985,15984289,1933,Room C  Warm & Quite Single Bedroom,Beacon Hill,Seattle,WA,98108,47.56082164,-122.2956372,House,Private room,1,2,1,1,Real Bed,f,moderate,f,f,49,2015-06-07,2016-01-02,93,10,10,10,10,9,9,6.93
6647442,15984289,1943,Room B  Lovely Queen Size Bedroom,Beacon Hill,Seattle,WA,98108,47.55920112,-122.2944791,House,Private room,2,2,1,1,Real Bed,f,moderate,f,f,41,2015-06-21,2016-01-02,93,9,10,10,9,9,9,6.21
6655233,20567228,416,"Airy Green Lake Craftsman,Teal Room",Other neighborhoods,Seattle,WA,98105,47.6702672,-122.3253725,House,Private room,3,1,1,2,Real Bed,f,moderate,f,f,18,2015-06-09,2015-09-22,89,9,9,10,9,9,9,2.57
6759046,35386308,1857,West Seattle private entrance/suite,West Seattle,Seattle,WA,98126,47.56297606,-122.3785447,House,Private room,2,0.5,1,1,Real Bed,f,moderate,f,f,3,2015-06-22,2015-08-16,93,9,10,10,10,10,8,0.46
6765354,32222318,3486,Roadhouse Retreat,Other neighborhoods,Seattle,WA,98108,47.54488043,-122.3211576,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,12,2015-07-07,2015-12-14,92,9,9,10,9,9,9,1.98
6801095,14386120,605,Relaxing & Modern & Easy Access,Central Area,Seattle,WA,98112,47.62022332,-122.2985775,Townhouse,Private room,2,2,1,1,Real Bed,f,moderate,f,f,8,2015-08-12,2015-12-07,98,10,10,10,10,10,9,1.64
6821407,6577391,3018,Simple private room near downtown,Ballard,Seattle,WA,98117,47.6765357,-122.3927758,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,38,2015-06-14,2015-11-29,95,10,10,10,10,10,10,5.56
6831239,20448703,1945,Single bedroom (queen size bed) å¯ä¸­æ–‡,Beacon Hill,Seattle,WA,98108,47.5429914,-122.2996481,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,9,2015-08-15,2015-10-05,91,9,10,9,9,9,10,1.89
6837338,17796129,3606,Capitol Hill Treehouse Sanctuary,Capitol Hill,Seattle,WA,98122,47.6175707,-122.3089963,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,12,2015-07-05,2015-12-07,100,10,10,10,10,10,10,1.96
6837751,34219060,2518,1908 Craftsman home - cozy room,Capitol Hill,Seattle,WA,98102,47.64461497,-122.3214241,House,Private room,1,1.5,1,1,Real Bed,t,moderate,f,f,25,2015-06-20,2015-10-20,99,10,10,10,10,10,10,3.77
6856295,34872403,102,Pvt. Entrance Bedroom&Bath-Ballard,Ballard,Seattle,WA,98107,47.67300401,-122.3850048,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,46,2015-06-18,2016-01-01,97,10,10,10,10,10,10,6.87
6872650,16838013,2118,La Guarida!..sanctuary/peace/fun,Beacon Hill,Seattle,WA,98144,47.57418492,-122.2993851,Apartment,Private room,3,1,1,1,Real Bed,f,moderate,f,f,35,2015-08-02,2015-12-29,98,10,10,10,10,10,10,6.73
6895132,36130869,2422,The Zen home,Northgate,Seattle,WA,98115,47.69872252,-122.3113466,House,Private room,3,1,1,1,Real Bed,f,moderate,f,f,4,2015-06-21,2015-09-27,100,10,10,10,10,9,10,0.61
6902752,36174062,1850,Suite Dreams,West Seattle,Seattle,WA,98116,47.55804442,-122.385788,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,10,2015-07-12,2015-12-22,98,10,10,9,9,10,10,1.69
6915439,282560,444,"Private Room, Wallingford, Seattle",Other neighborhoods,Seattle,WA,98105,47.65837647,-122.3267655,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,0,,,,,,,,,,
6938103,11613383,753,Comfortable Room Near UW,University District,Seattle,WA,98105,47.66765063,-122.3194801,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,3,2015-07-12,2015-08-09,87,10,9,10,10,9,10,0.51
6938542,5787050,2566,Private Inlaw Unit in Capitol Hill,Capitol Hill,Seattle,WA,98102,47.63802836,-122.3186,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,19,2015-07-08,2015-09-27,95,10,10,10,10,10,10,3.15
6939472,15984289,1935,Room D Quite Single Bed Room,Beacon Hill,Seattle,WA,98108,47.56108749,-122.2961611,House,Private room,1,2,1,1,Real Bed,f,moderate,f,f,44,2015-06-28,2016-01-03,93,10,10,10,9,9,10,6.91
6956938,5091410,1819,Quiet Studio has a Spectacular view,West Seattle,Seattle,WA,98116,47.58495099,-122.3816172,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,23,2015-06-28,2015-10-21,96,10,10,9,10,10,10,3.61
7009282,36742703,3781,Fremont Bungalow,Other neighborhoods,Seattle,WA,98103,47.65694629,-122.3459769,House,Private room,2,2,1,1,Real Bed,f,moderate,f,f,0,,,,,,,,,,
7027507,6727475,677,Airy room with stellar views,Central Area,Seattle,WA,98122,47.61625334,-122.2930666,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,1,2015-08-31,2015-08-31,100,10,10,10,10,8,10,0.24
7037291,36896503,1019,King Street Retreat,Central Area,Seattle,WA,98144,47.59921759,-122.3120997,Bungalow,Private room,2,1.5,1,1,Real Bed,f,moderate,f,f,22,2015-08-10,2015-11-15,94,10,10,10,9,9,9,4.46
7039427,36912090,3462,Private Room Close to Downtown,Delridge,Seattle,WA,98126,47.55296009,-122.3731136,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,42,2015-08-09,2015-12-23,99,10,10,10,10,10,10,8.46
7048843,36964583,1059,"Large Room, 2-mile to downtown",Central Area,Seattle,WA,98144,47.59083217,-122.2998134,House,Private room,2,0.5,1,1,Real Bed,t,moderate,f,f,26,2015-07-26,2015-12-29,86,9,8,9,9,8,9,4.79
7067082,25171396,131,Ballard Loft-crash pad,Ballard,Seattle,WA,98107,47.66934443,-122.3865391,Loft,Private room,3,1,1,1,Real Bed,f,moderate,f,f,10,2015-07-10,2015-09-28,90,9,9,10,10,10,9,1.68
7069080,6223513,3102,Small but comfy room in family home,Lake City,Seattle,WA,98125,47.72654063,-122.3042493,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,4,2015-07-11,2015-08-28,95,10,10,10,10,10,9,0.67
7071331,1918676,1833,Sweet Family Friendly Neighborhood,Other neighborhoods,Seattle,WA,98117,47.69314352,-122.3680789,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,22,2015-07-06,2015-12-10,90,10,9,10,10,9,9,3.61
7095802,36964583,1024,"Quiet Room, 2-mile to downtown",Central Area,Seattle,WA,98144,47.59213628,-122.3000801,Apartment,Private room,2,1,1,1,Real Bed,t,moderate,f,f,23,2015-07-09,2015-12-28,84,9,8,9,10,8,9,3.83
7134759,23228606,114,Master in Modern Townhouse,Ballard,Seattle,WA,98107,47.66896088,-122.3938769,Townhouse,Private room,2,1,1,1,Real Bed,f,moderate,f,f,16,2015-09-03,2015-12-19,98,10,10,10,10,10,10,3.87
7149703,19799874,2742,Super Cute Shared 2 bd Capitol Hill,Capitol Hill,Seattle,WA,98102,47.62187051,-122.3278452,Apartment,Private room,2,1,1,1,Real Bed,f,moderate,f,f,24,2015-08-02,2015-12-14,93,9,9,9,10,9,9,4.62
7151093,12796487,3621,Seattle Explorer with double bed,Capitol Hill,Seattle,WA,98122,47.61800145,-122.308072,Bed & Breakfast,Private room,2,2,1,1,Real Bed,f,moderate,f,f,0,,,,,,,,,,
7161725,21015753,189,Two Bedroom Suite in Ballard,Ballard,Seattle,WA,98107,47.67342403,-122.3742328,Townhouse,Private room,3,1,1,2,Real Bed,f,moderate,f,f,7,2015-07-20,2015-09-20,97,9,10,10,10,10,10,1.24
7163934,35804562,441,In-City Suite Retreat,Other neighborhoods,Seattle,WA,98103,47.66029589,-122.3402608,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,5,2015-09-21,2015-12-14,100,10,10,10,10,10,10,1.42
7178239,20184201,3703,Whitman Acres: Under the Stairs!,Other neighborhoods,Seattle,WA,98103,47.65759982,-122.3464957,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,2,2015-09-06,2015-11-02,100,10,10,10,10,10,10,0.5
7198282,15288819,3342,Open room in North Seattle 1,Northgate,Seattle,WA,98103,47.69678365,-122.3329166,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,15,2015-07-26,2015-12-02,100,10,10,10,10,10,10,2.76
7201336,9730643,3140,Sleep in a Artists' workroom/studio,Other neighborhoods,Seattle,WA,98115,47.67786643,-122.3204521,House,Private room,1,1,1,1,Real Bed,f,moderate,f,f,14,2015-07-11,2015-12-29,87,9,9,9,9,9,9,2.36
7221204,37801519,3254,Private North Beach Ocean View Room,Other neighborhoods,Seattle,WA,98117,47.7001338,-122.3922787,House,Private room,2,1,1,1,Real Bed,f,moderate,f,f,11,2015-07-27,2015-10-19,95,9,10,10,10,9,10,2.04
7245586,724729,2496,Spacious private basemt rm in UDist,Other neighborhoods,Seattle,WA,98105,47.66642867,-122.2983994,House,Private room,2,2,1,1,Real Bed,f,moderate,f,f,2,2015-08-12,2015-09-27,60,6,4,4,7,9,7,0.41
7247720,37952534,769,Standard room with 3/4 bath by UW,University District,Seattle,WA,98105,47.66833788,-122.315186,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,18,2015-07-15,2015-11-29,99,10,10,10,10,10,10,3.1
7247767,37952534,762,Deluxe Room/Full Bath in U District,University District,Seattle,WA,98105,47.66852258,-122.315454,House,Private room,2,1,1,1,Real Bed,t,moderate,f,f,18,2015-07-18,2016-01-01,98,10,10,10,10,10,10,3.16
7274556,17309989,2467,Lovely room near UW & Children's,Other neighborhoods,Seattle,WA,98105,47.67099492,-122.2978967,House,Private room,1,1.5,1,1,Real Bed,t,moderate,f,f,12,2015-07-18,2015-12-29,98,10,10,10,10,10,10,2.11
